Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Eric Axley,0.0,None,2016,None,None,None,None,None,41,0.0,None,None,None,None,None,None,71563.0
Billy Mayfair,0.0,None,2016,None,None,None,None,None,40,0.0,None,None,None,None,None,None,39720.0
Darren Clarke,0.0,None,2016,None,None,None,None,None,39,0.0,None,None,None,None,None,None,51489.0
Ted Purdy,0.0,None,2016,None,None,None,None,None,38,0.0,None,None,None,None,None,None,42027.0
Pat Perez,0.0,None,2016,None,None,None,None,None,34,0.0,None,None,None,None,None,None,47840.0
Michael Putnam,0.0,None,2016,None,None,None,None,None,30,0.0,None,None,None,None,None,None,65600.0
Frank Lickliter II,0.0,None,2016,None,None,None,None,None,28,0.0,None,None,None,None,None,None,28986.0
Shaun Micheel,0.0,None,2016,None,None,None,None,None,28,0.0,None,None,None,None,None,None,17760.0
Troy Matteson,0.0,None,2016,None,None,None,None,None,26,0.0,None,None,None,None,None,None,26248.0
Rocco Mediate,0.0,None,2016,None,None,None,None,None,26,0.0,None,None,None,None,None,None,32000.0
Charlie Wi,0.0,None,2016,None,None,None,None,None,26,0.0,None,None,None,None,None,None,20556.0
Fred Funk,0.0,None,2016,None,None,None,None,None,26,0.0,None,None,None,None,None,None,18662.0
Brian Davis,0.0,None,2016,None,None,None,None,None,23,0.0,None,None,None,None,None,None,27880.0
Ben Curtis,0.0,None,2016,None,None,None,None,None,22,0.0,None,None,None,None,None,None,12691.0
Arjun Atwal,0.0,None,2016,None,None,None,None,None,21,0.0,None,None,None,None,None,None,28598.0
Steve Flesch,0.0,None,2016,None,None,None,None,None,19,0.0,None,None,None,None,None,None,36062.0
Larry Mize,0.0,None,2016,None,None,None,None,None,19,0.0,None,None,None,None,None,None,24900.0
Bo Van Pelt,0.0,None,2016,None,None,None,None,None,18,0.0,None,None,None,None,None,None,15392.0
Jarrod Lyle,0.0,None,2016,None,None,None,None,None,10,0.0,None,None,None,None,None,None,15884.0
Omar Uresti,0.0,None,2016,None,None,None,None,None,10,0.0,None,None,None,None,None,None,7910.0
Trevor Immelman,0.0,None,2016,None,None,None,None,None,7,0.0,None,None,None,None,None,None,20509.0
Mark O'Meara,0.0,None,2016,None,None,None,None,None,7,0.0,None,None,None,None,None,None,20573.0
Kent Jones,0.0,None,2016,None,None,None,None,None,3,0.0,None,None,None,None,None,None,9792.0
Mark Hensby,0.0,None,2016,None,None,None,None,None,2,0.0,None,None,None,None,None,None,17344.0
Tim Petrovic,0.0,None,2016,None,None,None,None,None,2,0.0,None,None,None,None,None,None,17142.0
Marco Dawson,0.0,None,2016,None,None,None,None,None,2,0.0,None,None,None,None,None,None,19848.0
Tommy Gainey,0.0,None,2016,None,None,None,None,None,1,0.0,None,None,None,None,None,None,7872.0
Rich Beem,0.0,None,2016,None,None,None,None,None,1,0.0,None,None,None,None,None,None,17450.0
Charlie Beljan,0.0,None,2016,None,None,None,None,None,1,0.0,None,None,None,None,None,None,11160.0
John Peterson,0.0,None,2016,None,None,None,None,None,1,0.0,None,None,None,None,None,None,13020.0
Matt Bettencourt,0.0,None,2016,None,None,None,None,None,1,0.0,None,None,None,None,None,None,6195.0
Rory McIlroy,0.0,None,2015,None,None,None,None,None,"1,567",2.0,6.0,None,None,None,None,None,4863312.0
Tim Clark,0.0,None,2015,None,None,None,None,None,481,0.0,None,None,None,None,None,None,1028139.0
Will MacKenzie,0.0,None,2015,None,None,None,None,None,458,0.0,3.0,None,None,None,None,None,863563.0
Martin Kaymer,0.0,None,2015,None,None,None,None,None,406,0.0,None,None,None,None,None,None,886378.0
Tom Gillis,0.0,None,2015,None,None,None,None,None,391,0.0,None,None,None,None,None,None,634554.0
Vaughn Taylor,0.0,None,2015,None,None,None,None,None,361,0.0,2.0,None,None,None,None,None,533036.0
Graeme McDowell,0.0,None,2015,None,None,None,None,None,320,0.0,None,None,None,None,None,None,686438.0
Freddie Jacobson,0.0,None,2015,None,None,None,None,None,268,0.0,None,None,None,None,None,None,416259.0
Shane Lowry,0.0,None,2015,None,None,None,None,None,222,1.0,3.0,None,None,None,None,None,502517.0
Steve Stricker,0.0,None,2015,None,None,None,None,None,218,0.0,None,None,None,None,None,None,269701.0
Tiger Woods,0.0,None,2015,None,None,None,None,None,215,0.0,None,None,None,None,None,None,448598.0
Kyle Stanley,0.0,None,2015,None,None,None,None,None,200,0.0,None,None,None,None,None,None,245504.0
Victor Dubuisson,0.0,None,2015,None,None,None,None,None,145,0.0,None,None,None,None,None,None,354625.0
Rod Pampling,0.0,None,2015,None,None,None,None,None,138,0.0,None,None,None,None,None,None,189055.0
Chris Smith,0.0,None,2015,None,None,None,None,None,128,0.0,None,None,None,None,None,None,212910.0
Tim Petrovic,0.0,None,2015,None,None,None,None,None,123,0.0,None,None,None,None,None,None,222551.0
Ryan Armour,0.0,None,2015,None,None,None,None,None,123,0.0,None,None,None,None,None,None,144229.0
John Rollins,0.0,None,2015,None,None,None,None,None,121,0.0,None,None,None,None,None,None,218064.0
Andrew Loupe,0.0,None,2015,None,None,None,None,None,112,0.0,None,None,None,None,None,None,183850.0
Kenny Perry,0.0,None,2015,None,None,None,None,None,105,0.0,None,None,None,None,None,None,142390.0
Stuart Appleby,0.0,None,2015,None,None,None,None,None,100,0.0,None,None,None,None,None,None,138968.0
Josh Teater,0.0,None,2015,None,None,None,None,None,94,0.0,None,None,None,None,None,None,80359.0
Trevor Immelman,0.0,None,2015,None,None,None,None,None,76,0.0,None,None,None,None,None,None,74660.0
Blake Adams,0.0,None,2015,None,None,None,None,None,74,0.0,None,None,None,None,None,None,156939.0
Zack Sucher,0.0,None,2015,None,None,None,None,None,70,0.0,None,None,None,None,None,None,85614.0
Fred Funk,0.0,None,2015,None,None,None,None,None,66,0.0,None,None,None,None,None,None,141171.0
Arjun Atwal,0.0,None,2015,None,None,None,None,None,64,0.0,None,None,None,None,None,None,63909.0
Jarrod Lyle,0.0,None,2015,None,None,None,None,None,63,0.0,None,None,None,None,None,None,66145.0
Glen Day,0.0,None,2015,None,None,None,None,None,61,0.0,None,None,None,None,None,None,54909.0
Carlos Sainz Jr,0.0,None,2015,None,None,None,None,None,59,0.0,None,None,None,None,None,None,124115.0
Steve Flesch,0.0,None,2015,None,None,None,None,None,58,0.0,None,None,None,None,None,None,110527.0
Tommy Gainey,0.0,None,2015,None,None,None,None,None,57,0.0,None,None,None,None,None,None,70137.0
John Daly,0.0,None,2015,None,None,None,None,None,57,0.0,None,None,None,None,None,None,91933.0
Mark Hensby,0.0,None,2015,None,None,None,None,None,53,0.0,None,None,None,None,None,None,122938.0
Ben Curtis,0.0,None,2015,None,None,None,None,None,51,0.0,None,None,None,None,None,None,59018.0
Troy Kelly,0.0,None,2015,None,None,None,None,None,50,0.0,None,None,None,None,None,None,67547.0
Y.E. Yang,0.0,None,2015,None,None,None,None,None,49,0.0,None,None,None,None,None,None,50024.0
Mike Weir,0.0,None,2015,None,None,None,None,None,48,0.0,None,None,None,None,None,None,72800.0
Matt Bettencourt,0.0,None,2015,None,None,None,None,None,48,0.0,None,None,None,None,None,None,46505.0
Mark O'Meara,0.0,None,2015,None,None,None,None,None,47,0.0,None,None,None,None,None,None,114915.0
Charlie Wi,0.0,None,2015,None,None,None,None,None,44,0.0,None,None,None,None,None,None,39480.0
Troy Matteson,0.0,None,2015,None,None,None,None,None,43,0.0,None,None,None,None,None,None,42450.0
Kevin Stadler,0.0,None,2015,None,None,None,None,None,41,0.0,None,None,None,None,None,None,42160.0
Justin Hicks,0.0,None,2015,None,None,None,None,None,41,0.0,None,None,None,None,None,None,42171.0
Cameron Beckman,0.0,None,2015,None,None,None,None,None,40,0.0,None,None,None,None,None,None,32995.0
Joe Affrunti,0.0,None,2015,None,None,None,None,None,39,0.0,None,None,None,None,None,None,31480.0
Dicky Pride,0.0,None,2015,None,None,None,None,None,31,0.0,None,None,None,None,None,None,39414.0
David Duval,0.0,None,2015,None,None,None,None,None,31,0.0,None,None,None,None,None,None,36839.0
D.J. Trahan,0.0,None,2015,None,None,None,None,None,31,0.0,None,None,None,None,None,None,36855.0
Richard Sterne,0.0,None,2015,None,None,None,None,None,29,0.0,None,None,None,None,None,None,27690.0
Woody Austin,0.0,None,2015,None,None,None,None,None,29,0.0,None,None,None,None,None,None,27774.0
Lee Janzen,0.0,None,2015,None,None,None,None,None,29,0.0,None,None,None,None,None,None,43500.0
Billy Mayfair,0.0,None,2015,None,None,None,None,None,26,0.0,None,None,None,None,None,None,19710.0
Benjamín Alvarado,0.0,None,2015,None,None,None,None,None,26,0.0,None,None,None,None,None,None,28800.0
Shaun Micheel,0.0,None,2015,None,None,None,None,None,25,0.0,None,None,None,None,None,None,16321.0
Duffy Waldorf,0.0,None,2015,None,None,None,None,None,25,0.0,None,None,None,None,None,None,29944.0
Michael Bradley,0.0,None,2015,None,None,None,None,None,22,0.0,None,None,None,None,None,None,18736.0
Dudley Hart,0.0,None,2015,None,None,None,None,None,22,0.0,None,None,None,None,None,None,29013.0
Scott Verplank,0.0,None,2015,None,None,None,None,None,21,0.0,None,None,None,None,None,None,25683.0
Daniel Chopra,0.0,None,2015,None,None,None,None,None,17,0.0,None,None,None,None,None,None,11700.0
Stephen Ames,0.0,None,2015,None,None,None,None,None,13,0.0,None,None,None,None,None,None,7613.0
Kent Jones,0.0,None,2015,None,None,None,None,None,13,0.0,None,None,None,None,None,None,7626.0
Chris Riley,0.0,None,2015,None,None,None,None,None,13,0.0,None,None,None,None,None,None,14216.0
Harrison Frazar,0.0,None,2015,None,None,None,None,None,12,0.0,None,None,None,None,None,None,37550.0
Garrett Willis,0.0,None,2015,None,None,None,None,None,12,0.0,None,None,None,None,None,None,8708.0
Scott McCarron,0.0,None,2015,None,None,None,None,None,9,0.0,None,None,None,None,None,None,8880.0
Parker McLachlin,0.0,None,2015,None,None,None,None,None,7,0.0,None,None,None,None,None,None,7560.0
Len Mattiace,0.0,None,2015,None,None,None,None,None,5,0.0,None,None,None,None,None,None,6479.0
Guy Boros,0.0,None,2015,None,None,None,None,None,4,0.0,None,None,None,None,None,None,6270.0
Ted Purdy,0.0,None,2015,None,None,None,None,None,4,0.0,None,None,None,None,None,None,6386.0
Brandt Jobe,0.0,None,2015,None,None,None,None,None,2,0.0,None,None,None,None,None,None,12825.0
Tom Watson,0.0,None,2015,None,None,None,None,None,1,0.0,None,None,None,None,None,None,11623.0
Tim Herron,0.0,None,2015,None,None,None,None,None,1,0.0,None,None,None,None,None,None,5820.0
Patrick Cantlay,0.0,None,2015,None,None,None,None,None,1,0.0,None,None,None,None,None,None,11468.0
Steve Lowery,0.0,None,2015,None,None,None,None,None,1,0.0,None,None,None,None,None,None,6650.0
Bernhard Langer,0.0,None,2015,None,None,None,None,None,1,0.0,None,None,None,None,None,None,22082.0
Steve Stricker,0.0,None,2014,None,None,None,None,None,519,0.0,2.0,None,None,None,None,None,1154747.0
Peter Hanson,0.0,None,2014,None,None,None,None,None,262,0.0,None,None,None,None,None,None,415531.0
Scott Piercy,0.0,None,2014,None,None,None,None,None,238,0.0,None,None,None,None,None,None,411635.0
Steve Marino,0.0,None,2014,None,None,None,None,None,224,0.0,None,None,None,None,None,None,294565.0
Joe Durant,0.0,None,2014,None,None,None,None,None,221,0.0,None,None,None,None,None,None,369268.0
Thorbjørn Olesen,0.0,None,2014,None,None,None,None,None,182,0.0,None,None,None,None,None,None,335222.0
Jason Gore,0.0,None,2014,None,None,None,None,None,175,0.0,None,None,None,None,None,None,273857.0
Peter Malnati,0.0,None,2014,None,None,None,None,None,172,0.0,None,None,None,None,None,None,271326.0
Dicky Pride,0.0,None,2014,None,None,None,None,None,159,0.0,None,None,None,None,None,None,243592.0
Tim Herron,0.0,None,2014,None,None,None,None,None,157,0.0,None,None,None,None,None,None,212771.0
Eric Axley,0.0,None,2014,None,None,None,None,None,141,0.0,None,None,None,None,None,None,180734.0
Scott Gardiner,0.0,None,2014,None,None,None,None,None,125,0.0,None,None,None,None,None,None,209270.0
Padraig Harrington,0.0,None,2014,None,None,None,None,None,116,0.0,None,None,None,None,None,None,169175.0
Miguel Angel Carballo,0.0,None,2014,None,None,None,None,None,116,0.0,None,None,None,None,None,None,161491.0
Stephen Ames,0.0,None,2014,None,None,None,None,None,104,0.0,None,None,None,None,None,None,141143.0
David Lynn,0.0,None,2014,None,None,None,None,None,104,0.0,None,None,None,None,None,None,207414.0
Tim Petrovic,0.0,None,2014,None,None,None,None,None,96,0.0,None,None,None,None,None,None,109299.0
Blake Adams,0.0,None,2014,None,None,None,None,None,91,0.0,None,None,None,None,None,None,98439.0
Ryuji Imada,0.0,None,2014,None,None,None,None,None,90,0.0,None,None,None,None,None,None,98186.0
Nicolas Colsaerts,0.0,None,2014,None,None,None,None,None,88,0.0,None,None,None,None,None,None,123367.0
Kenny Perry,0.0,None,2014,None,None,None,None,None,83,0.0,None,None,None,None,None,None,130588.0
Darren Clarke,0.0,None,2014,None,None,None,None,None,83,0.0,None,None,None,None,None,None,128293.0
Bernhard Langer,0.0,None,2014,None,None,None,None,None,80,0.0,None,None,None,None,None,None,234000.0
Doug LaBelle II,0.0,None,2014,None,None,None,None,None,79,0.0,None,None,None,None,None,None,84209.0
Kevin Foley,0.0,None,2014,None,None,None,None,None,78,0.0,None,None,None,None,None,None,87738.0
David Duval,0.0,None,2014,None,None,None,None,None,77,0.0,None,None,None,None,None,None,94709.0
Rod Pampling,0.0,None,2014,None,None,None,None,None,74,0.0,None,None,None,None,None,None,154051.0
Lee Williams,0.0,None,2014,None,None,None,None,None,74,0.0,None,None,None,None,None,None,66075.0
Bob Estes,0.0,None,2014,None,None,None,None,None,73,0.0,None,None,None,None,None,None,156000.0
Alex Prugh,0.0,None,2014,None,None,None,None,None,72,0.0,None,None,None,None,None,None,90606.0
Cameron Beckman,0.0,None,2014,None,None,None,None,None,72,0.0,None,None,None,None,None,None,72835.0
Greg Owen,0.0,None,2014,None,None,None,None,None,67,0.0,None,None,None,None,None,None,95117.0
John Daly,0.0,None,2014,None,None,None,None,None,63,0.0,None,None,None,None,None,None,76635.0
José Coceres,0.0,None,2014,None,None,None,None,None,59,0.0,None,None,None,None,None,None,57620.0
Matt Bettencourt,0.0,None,2014,None,None,None,None,None,57,0.0,None,None,None,None,None,None,96825.0
Mark Anderson,0.0,None,2014,None,None,None,None,None,55,0.0,None,None,None,None,None,None,122598.0
Will Claxton,0.0,None,2014,None,None,None,None,None,52,0.0,None,None,None,None,None,None,56886.0
Tom Watson,0.0,None,2014,None,None,None,None,None,51,0.0,None,None,None,None,None,None,53727.0
Fred Couples,0.0,None,2014,None,None,None,None,None,49,0.0,None,None,None,None,None,None,101160.0
Mark Calcavecchia,0.0,None,2014,None,None,None,None,None,49,0.0,None,None,None,None,None,None,68608.0
Patrick Cantlay,0.0,None,2014,None,None,None,None,None,48,0.0,None,None,None,None,None,None,76131.0
Tiger Woods,0.0,None,2014,None,None,None,None,None,45,0.0,None,None,None,None,None,None,108275.0
Tag Ridings,0.0,None,2014,None,None,None,None,None,42,0.0,None,None,None,None,None,None,53647.0
Lee Janzen,0.0,None,2014,None,None,None,None,None,41,0.0,None,None,None,None,None,None,63946.0
Joe Ogilvie,0.0,None,2014,None,None,None,None,None,40,0.0,None,None,None,None,None,None,52035.0
Glen Day,0.0,None,2014,None,None,None,None,None,40,0.0,None,None,None,None,None,None,30628.0
Steve Flesch,0.0,None,2014,None,None,None,None,None,37,0.0,None,None,None,None,None,None,46352.0
Harrison Frazar,0.0,None,2014,None,None,None,None,None,37,0.0,None,None,None,None,None,None,47247.0
Justin Bolli,0.0,None,2014,None,None,None,None,None,37,0.0,None,None,None,None,None,None,29327.0
José María Olazábal,0.0,None,2014,None,None,None,None,None,36,0.0,None,None,None,None,None,None,48600.0
Alex Cejka,0.0,None,2014,None,None,None,None,None,34,0.0,None,None,None,None,None,None,57059.0
Dudley Hart,0.0,None,2014,None,None,None,None,None,32,0.0,None,None,None,None,None,None,40217.0
Marc Turnesa,0.0,None,2014,None,None,None,None,None,31,0.0,None,None,None,None,None,None,30959.0
Chris Smith,0.0,None,2014,None,None,None,None,None,28,0.0,None,None,None,None,None,None,33620.0
Sandy Lyle,0.0,None,2014,None,None,None,None,None,25,0.0,None,None,None,None,None,None,27972.0
Billy Mayfair,0.0,None,2014,None,None,None,None,None,24,0.0,None,None,None,None,None,None,32118.0
Edward Loar,0.0,None,2014,None,None,None,None,None,23,0.0,None,None,None,None,None,None,29958.0
Len Mattiace,0.0,None,2014,None,None,None,None,None,21,0.0,None,None,None,None,None,None,20660.0
Kent Jones,0.0,None,2014,None,None,None,None,None,20,0.0,None,None,None,None,None,None,15480.0
Larry Mize,0.0,None,2014,None,None,None,None,None,20,0.0,None,None,None,None,None,None,22680.0
Kris Blanks,0.0,None,2014,None,None,None,None,None,19,0.0,None,None,None,None,None,None,17327.0
D.J. Trahan,0.0,None,2014,None,None,None,None,None,18,0.0,None,None,None,None,None,None,12900.0
Chez Reavie,0.0,None,2014,None,None,None,None,None,18,0.0,None,None,None,None,None,None,11767.0
Benjamín Alvarado,0.0,None,2014,None,None,None,None,None,15,0.0,None,None,None,None,None,None,13241.0
Nathan Green,0.0,None,2014,None,None,None,None,None,14,0.0,None,None,None,None,None,None,13034.0
Ben Kohles,0.0,None,2014,None,None,None,None,None,13,0.0,None,None,None,None,None,None,14784.0
Vaughn Taylor,0.0,None,2014,None,None,None,None,None,12,0.0,None,None,None,None,None,None,20451.0
Paul Goydos,0.0,None,2014,None,None,None,None,None,11,0.0,None,None,None,None,None,None,43441.0
Arjun Atwal,0.0,None,2014,None,None,None,None,None,11,0.0,None,None,None,None,None,None,6980.0
Todd Hamilton,0.0,None,2014,None,None,None,None,None,11,0.0,None,None,None,None,None,None,10387.0
Fabián Gómez,0.0,None,2014,None,None,None,None,None,10,0.0,None,None,None,None,None,None,27616.0
Fred Funk,0.0,None,2014,None,None,None,None,None,9,0.0,None,None,None,None,None,None,32417.0
Daniel Chopra,0.0,None,2014,None,None,None,None,None,9,0.0,None,None,None,None,None,None,20775.0
Marco Dawson,0.0,None,2014,None,None,None,None,None,4,0.0,None,None,None,None,None,None,7245.0
Jesper Parnevik,0.0,None,2014,None,None,None,None,None,4,0.0,None,None,None,None,None,None,7245.0
Alex Aragon,0.0,None,2014,None,None,None,None,None,2,0.0,None,None,None,None,None,None,21526.0
Scott McCarron,0.0,None,2014,None,None,None,None,None,2,0.0,None,None,None,None,None,None,22794.0
Paul Stankowski,0.0,None,2014,None,None,None,None,None,1,0.0,None,None,None,None,None,None,6720.0
Scott Verplank,0.0,None,2014,None,None,None,None,None,1,0.0,None,None,None,None,None,None,10696.0
Chris DiMarco,0.0,None,2014,None,None,None,None,None,1,0.0,None,None,None,None,None,None,6370.0
Brett Quigley,0.0,None,2014,None,None,None,None,None,1,0.0,None,None,None,None,None,None,10260.0
Bobby Gates,0.0,None,2014,None,None,None,None,None,1,0.0,None,None,None,None,None,None,10919.0
Woody Austin,0.0,None,2013,None,None,None,None,None,326,1.0,None,None,None,None,None,None,568800.0
Brendon Todd,0.0,None,2013,None,None,None,None,None,293,0.0,None,None,None,None,None,None,473220.0
Louis Oosthuizen,0.0,None,2013,None,None,None,None,None,249,0.0,None,None,None,None,None,None,497408.0
Jonathan Byrd,0.0,None,2013,None,None,None,None,None,234,0.0,2.0,None,None,None,None,None,428966.0
Ross Fisher,0.0,None,2013,None,None,None,None,None,215,0.0,None,None,None,None,None,None,311168.0
Davis Love III,0.0,None,2013,None,None,None,None,None,209,0.0,None,None,None,None,None,None,303470.0
Russell Knox,0.0,None,2013,None,None,None,None,None,197,0.0,None,None,None,None,None,None,305973.0
Retief Goosen,0.0,None,2013,None,None,None,None,None,182,0.0,None,None,None,None,None,None,315702.0
Nick O'Hern,0.0,None,2013,None,None,None,None,None,169,0.0,None,None,None,None,None,None,282464.0
Cameron Beckman,0.0,None,2013,None,None,None,None,None,150,0.0,None,None,None,None,None,None,276805.0
Fred Couples,0.0,None,2013,None,None,None,None,None,138,0.0,None,None,None,None,None,None,218398.0
Bill Lunde,0.0,None,2013,None,None,None,None,None,133,0.0,None,None,None,None,None,None,206710.0
Kevin Sutherland,0.0,None,2013,None,None,None,None,None,129,0.0,None,None,None,None,None,None,223098.0
Chris DiMarco,0.0,None,2013,None,None,None,None,None,118,0.0,None,None,None,None,None,None,175555.0
Glen Day,0.0,None,2013,None,None,None,None,None,113,0.0,None,None,None,None,None,None,186610.0
John Mallinger,0.0,None,2013,None,None,None,None,None,112,0.0,None,None,None,None,None,None,137299.0
Tim Petrovic,0.0,None,2013,None,None,None,None,None,109,0.0,None,None,None,None,None,None,196565.0
Matt Bettencourt,0.0,None,2013,None,None,None,None,None,102,0.0,None,None,None,None,None,None,101687.0
Heath Slocum,0.0,None,2013,None,None,None,None,None,102,0.0,None,None,None,None,None,None,90796.0
Paul Casey,0.0,None,2013,None,None,None,None,None,100,0.0,None,None,None,None,None,None,147612.0
Andres Gonzales,0.0,None,2013,None,None,None,None,None,96,0.0,None,None,None,None,None,None,179387.0
Nathan Green,0.0,None,2013,None,None,None,None,None,92,0.0,None,None,None,None,None,None,97753.0
Kevin Na,0.0,None,2013,None,None,None,None,None,92,0.0,None,None,None,None,None,None,110864.0
Steve Marino,0.0,None,2013,None,None,None,None,None,91,0.0,None,None,None,None,None,None,148874.0
Joey Snyder III,0.0,None,2013,None,None,None,None,None,85,0.0,None,None,None,None,None,None,98887.0
Billy Mayfair,0.0,None,2013,None,None,None,None,None,79,0.0,None,None,None,None,None,None,123860.0
Paul Haley II,0.0,None,2013,None,None,None,None,None,74,0.0,None,None,None,None,None,None,73006.0
Jeff Gove,0.0,None,2013,None,None,None,None,None,69,0.0,None,None,None,None,None,None,53401.0
Billy Andrade,0.0,None,2013,None,None,None,None,None,63,0.0,None,None,None,None,None,None,114000.0
Steve Flesch,0.0,None,2013,None,None,None,None,None,60,0.0,None,None,None,None,None,None,76654.0
Hank Kuehne,0.0,None,2013,None,None,None,None,None,59,0.0,None,None,None,None,None,None,48046.0
Joe Ogilvie,0.0,None,2013,None,None,None,None,None,58,0.0,None,None,None,None,None,None,54173.0
Kenny Perry,0.0,None,2013,None,None,None,None,None,58,0.0,None,None,None,None,None,None,52616.0
Scott Verplank,0.0,None,2013,None,None,None,None,None,57,0.0,None,None,None,None,None,None,62905.0
Joe Affrunti,0.0,None,2013,None,None,None,None,None,56,0.0,None,None,None,None,None,None,49615.0
Gary Christian,0.0,None,2013,None,None,None,None,None,52,0.0,None,None,None,None,None,None,75332.0
"Wes Short, Jr.",0.0,None,2013,None,None,None,None,None,51,0.0,None,None,None,None,None,None,82855.0
Bernhard Langer,0.0,None,2013,None,None,None,None,None,42,0.0,None,None,None,None,None,None,56040.0
Michael Letzig,0.0,None,2013,None,None,None,None,None,41,0.0,None,None,None,None,None,None,45626.0
Joe Durant,0.0,None,2013,None,None,None,None,None,40,0.0,None,None,None,None,None,None,32290.0
Duffy Waldorf,0.0,None,2013,None,None,None,None,None,35,0.0,None,None,None,None,None,None,28657.0
Chris Riley,0.0,None,2013,None,None,None,None,None,35,0.0,None,None,None,None,None,None,27521.0
Tom Watson,0.0,None,2013,None,None,None,None,None,32,0.0,None,None,None,None,None,None,28980.0
Ryuji Imada,0.0,None,2013,None,None,None,None,None,32,0.0,None,None,None,None,None,None,30820.0
Peter Lonard,0.0,None,2013,None,None,None,None,None,28,0.0,None,None,None,None,None,None,36667.0
Paul Stankowski,0.0,None,2013,None,None,None,None,None,28,0.0,None,None,None,None,None,None,36667.0
Bart Bryant,0.0,None,2013,None,None,None,None,None,27,0.0,None,None,None,None,None,None,19068.0
Russ Cochran,0.0,None,2013,None,None,None,None,None,27,0.0,None,None,None,None,None,None,19068.0
Dean Wilson,0.0,None,2013,None,None,None,None,None,24,0.0,None,None,None,None,None,None,20836.0
David Frost,0.0,None,2013,None,None,None,None,None,22,0.0,None,None,None,None,None,None,16864.0
Robert Gamez,0.0,None,2013,None,None,None,None,None,21,0.0,None,None,None,None,None,None,17880.0
Jesper Parnevik,0.0,None,2013,None,None,None,None,None,20,0.0,None,None,None,None,None,None,49241.0
José María Olazábal,0.0,None,2013,None,None,None,None,None,20,0.0,None,None,None,None,None,None,19480.0
Skip Kendall,0.0,None,2013,None,None,None,None,None,19,0.0,None,None,None,None,None,None,13590.0
John Daly,0.0,None,2013,None,None,None,None,None,18,0.0,None,None,None,None,None,None,43543.0
J.B. Holmes,0.0,None,2013,None,None,None,None,None,17,0.0,None,None,None,None,None,None,15184.0
Sandy Lyle,0.0,None,2013,None,None,None,None,None,16,0.0,None,None,None,None,None,None,34962.0
Neal Lancaster,0.0,None,2013,None,None,None,None,None,16,0.0,None,None,None,None,None,None,36979.0
Troy Kelly,0.0,None,2013,None,None,None,None,None,15,0.0,None,None,None,None,None,None,32350.0
Andre Stolz,0.0,None,2013,None,None,None,None,None,13,0.0,None,None,None,None,None,None,7905.0
Marc Turnesa,0.0,None,2013,None,None,None,None,None,13,0.0,None,None,None,None,None,None,12900.0
Tom Lehman,0.0,None,2013,None,None,None,None,None,11,0.0,None,None,None,None,None,None,20077.0
Mark O'Meara,0.0,None,2013,None,None,None,None,None,11,0.0,None,None,None,None,None,None,20077.0
Alexandre Rocha,0.0,None,2013,None,None,None,None,None,10,0.0,None,None,None,None,None,None,21254.0
Marco Dawson,0.0,None,2013,None,None,None,None,None,8,0.0,None,None,None,None,None,None,6630.0
Kent Jones,0.0,None,2013,None,None,None,None,None,8,0.0,None,None,None,None,None,None,6630.0
Lee Janzen,0.0,None,2013,None,None,None,None,None,8,0.0,None,None,None,None,None,None,25482.0
David Duval,0.0,None,2013,None,None,None,None,None,5,0.0,None,None,None,None,None,None,6210.0
Arjun Atwal,0.0,None,2013,None,None,None,None,None,4,0.0,None,None,None,None,None,None,22122.0
Scott McCarron,0.0,None,2013,None,None,None,None,None,2,0.0,None,None,None,None,None,None,6060.0
Frank Lickliter II,0.0,None,2013,None,None,None,None,None,1,0.0,None,None,None,None,None,None,5730.0
Ted Purdy,0.0,None,2013,None,None,None,None,None,1,0.0,None,None,None,None,None,None,12797.0
Todd Hamilton,0.0,None,2013,None,None,None,None,None,1,0.0,None,None,None,None,None,None,17864.0
Retief Goosen,0.0,None,2012,None,None,None,None,None,330,0.0,2.0,None,None,None,None,None,571174.0
Lee Janzen,0.0,None,2012,None,None,None,None,None,219,0.0,None,None,None,None,None,None,258589.0
Joe Durant,0.0,None,2012,None,None,None,None,None,205,0.0,None,None,None,None,None,None,427678.0
Jarrod Lyle,0.0,None,2012,None,None,None,None,None,199,0.0,None,None,None,None,None,None,363685.0
Duffy Waldorf,0.0,None,2012,None,None,None,None,None,168,0.0,None,None,None,None,None,None,174433.0
Alex Cejka,0.0,None,2012,None,None,None,None,None,166,0.0,None,None,None,None,None,None,218117.0
Chris Riley,0.0,None,2012,None,None,None,None,None,144,0.0,None,None,None,None,None,None,167581.0
Rich Beem,0.0,None,2012,None,None,None,None,None,113,0.0,None,None,None,None,None,None,200049.0
Todd Hamilton,0.0,None,2012,None,None,None,None,None,110,0.0,None,None,None,None,None,None,214339.0
Fred Couples,0.0,None,2012,None,None,None,None,None,108,0.0,None,None,None,None,None,None,188378.0
Shaun Micheel,0.0,None,2012,None,None,None,None,None,100,0.0,None,None,None,None,None,None,103559.0
Joe Ogilvie,0.0,None,2012,None,None,None,None,None,98,0.0,None,None,None,None,None,None,152376.0
Jamie Lovemark,0.0,None,2012,None,None,None,None,None,95,0.0,None,None,None,None,None,None,0.0
Briny Baird,0.0,None,2012,None,None,None,None,None,92,0.0,None,None,None,None,None,None,154111.0
