Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
"Ted Potter, Jr.",68.0,68.0,2014,277.0,65.0,29.0,62.5,71.0,311,0.0,None,-0.4,-0.2,-0.0,-0.0,-0.2,386341.0
Graeme McDowell,66.0,68.0,2014,277.0,65.0,28.5,60.0,69.5,948,0.0,8.0,0.8,1.0,-0.2,0.2,-0.2,2077387.0
Jeff Maggert,54.0,68.0,2014,272.0,65.0,29.5,58.0,71.5,195,0.0,None,-0.8,-0.8,-0.2,0.2,-0.2,360157.0
Henrik Stenson,56.0,68.0,2014,292.0,69.0,29.5,51.5,70.0,720,0.0,3.0,-0.2,0.8,0.6,0.4,-0.2,1894235.0
John Merrick,87.0,68.0,2014,282.0,68.0,30.0,50.0,71.5,399,0.0,None,-0.6,-0.6,-0.0,0.2,-0.4,516148.0
Kevin Streelman,79.0,68.0,2014,287.0,63.0,29.0,54.0,71.0,972,1.0,2.0,-0.0,0.0,0.4,-0.4,-0.2,2107994.0
Brendon de Jonge,109.0,65.0,2014,287.0,64.0,29.0,57.0,70.5,717,0.0,2.0,-0.2,0.2,0.2,-0.2,-0.2,1171395.0
Russell Knox,92.0,65.0,2014,282.0,68.0,29.0,63.0,70.0,885,0.0,3.0,-0.2,0.8,0.2,0.4,0.2,1513630.0
David Hearn,97.0,65.0,2014,277.0,66.0,29.0,60.5,70.5,645,0.0,3.0,0.2,0.4,-0.2,-0.0,-0.0,1138324.0
Matt Kuchar,91.0,65.0,2014,282.0,66.0,28.5,62.0,69.0,"1,921",1.0,10.0,0.4,1.4,0.2,0.4,0.2,4695515.0
Brian Davis,93.0,65.0,2014,277.0,61.0,28.5,61.5,71.0,534,0.0,None,-0.0,0.0,-0.2,-0.6,0.2,842539.0
Nicholas Thompson,85.0,65.0,2014,287.0,66.0,30.0,52.5,71.5,437,0.0,None,-0.8,-0.6,-0.0,0.2,-0.4,713377.0
Billy Horschel,92.0,65.0,2014,287.0,70.0,29.5,55.0,70.5,722,0.0,2.0,0.2,0.6,0.4,-0.0,-0.2,4814787.0
Mark Wilson,69.0,65.0,2014,277.0,63.0,29.5,55.5,71.5,142,0.0,None,-0.6,-1.0,-0.4,-0.2,-0.0,155313.0
John Huh,87.0,65.0,2014,282.0,64.0,29.0,57.5,71.0,544,0.0,2.0,-0.2,-0.2,-0.2,-0.0,-0.0,974043.0
Scott Brown,100.0,65.0,2014,287.0,65.0,28.5,58.5,70.5,816,0.0,4.0,0.2,0.2,0.2,-0.2,-0.2,1441725.0
Jerry Kelly,80.0,65.0,2014,277.0,65.0,28.5,62.0,70.0,765,0.0,4.0,0.2,0.4,-0.2,0.2,-0.0,1451059.0
D.H. Lee,54.0,65.0,2014,272.0,59.0,29.0,58.5,71.5,94,0.0,None,-0.0,-0.8,-0.4,-0.6,-0.0,138642.0
Ben Crane,81.0,65.0,2014,277.0,63.0,28.5,59.0,70.5,774,1.0,2.0,-0.0,-0.2,-0.4,-0.2,-0.0,1534634.0
Daniel Summerhays,98.0,65.0,2014,282.0,66.0,29.0,58.0,70.5,869,0.0,2.0,0.4,0.6,-0.0,-0.0,-0.0,1509543.0
Brian Stuard,91.0,65.0,2014,282.0,63.0,28.5,60.0,70.5,891,0.0,4.0,0.2,0.2,-0.2,-0.0,-0.2,1852531.0
Andrew Svoboda,77.0,65.0,2014,287.0,68.0,29.5,59.0,70.5,647,0.0,2.0,-0.2,0.2,-0.0,0.2,-0.2,1168073.0
William McGirt,96.0,65.0,2014,277.0,64.0,28.5,59.0,70.5,646,0.0,3.0,0.2,0.0,-0.0,-0.4,-0.2,1275738.0
Y.E. Yang,79.0,65.0,2014,277.0,61.0,29.0,56.5,71.5,234,0.0,None,-0.2,-0.6,-0.2,-0.6,0.2,254525.0
Chad Campbell,57.0,65.0,2014,287.0,72.0,30.0,60.0,70.5,317,0.0,None,-0.6,0.2,-0.0,0.6,-0.0,470798.0
Hunter Mahan,88.0,65.0,2014,292.0,66.0,29.0,54.5,70.5,776,0.0,5.0,0.2,0.4,0.6,-0.4,-0.2,3097983.0
Danny Lee,84.0,65.0,2014,282.0,64.0,29.0,57.5,70.5,490,0.0,None,-0.0,0.0,-0.0,-0.2,-0.4,781295.0
Justin Leonard,75.0,65.0,2014,267.0,57.0,None,64.5,70.5,491,0.0,2.0,0.4,-0.2,-0.8,-0.6,0.4,807949.0
Jason Bohn,81.0,62.0,2014,277.0,64.0,28.5,56.0,70.5,784,0.0,3.0,-0.0,-0.2,-0.6,-0.0,-0.0,1585189.0
Spencer Levin,59.0,62.0,2014,277.0,64.0,29.0,59.5,71.0,246,0.0,None,-0.2,-0.4,-0.4,-0.2,-0.0,277780.0
Kevin Chappell,100.0,62.0,2014,292.0,67.0,29.0,57.0,70.0,723,0.0,None,-0.4,0.6,0.2,0.4,-0.0,1343412.0
Brendon Todd,108.0,62.0,2014,277.0,63.0,28.0,63.5,70.0,"1,542",1.0,7.0,0.6,0.6,-0.0,-0.2,0.2,3396747.0
Ben Curtis,77.0,62.0,2014,277.0,62.0,28.5,56.5,71.0,406,0.0,None,0.4,-0.4,-0.4,-0.6,-0.0,625515.0
Will MacKenzie,82.0,62.0,2014,287.0,65.0,29.0,55.5,70.5,920,0.0,5.0,-0.0,0.2,-0.0,-0.2,-0.0,1853822.0
Derek Ernst,80.0,62.0,2014,297.0,63.0,29.5,51.0,72.5,218,0.0,None,-0.6,-1.4,0.2,-0.8,-0.6,305654.0
J.J. Henry,91.0,62.0,2014,287.0,69.0,30.0,56.5,71.0,425,0.0,None,-0.2,-0.4,-0.0,-0.2,-0.2,554615.0
Ben Martin,80.0,62.0,2014,287.0,66.0,28.5,59.0,70.5,789,0.0,3.0,0.2,0.4,0.2,-0.2,-0.0,1482836.0
Kevin Na,94.0,62.0,2014,277.0,64.0,28.0,65.0,69.5,"1,413",0.0,5.0,0.2,0.8,-0.2,0.2,0.2,3153107.0
Kevin Stadler,90.0,62.0,2014,287.0,68.0,29.5,53.0,70.5,"1,067",1.0,3.0,-0.6,0.4,0.4,0.2,-0.2,2300307.0
Hudson Swafford,75.0,62.0,2014,297.0,68.0,30.0,52.5,71.0,351,0.0,None,-0.2,-0.4,0.2,-0.0,-0.6,513883.0
John Senden,99.0,62.0,2014,287.0,67.0,29.0,60.0,70.0,"1,157",1.0,4.0,0.4,0.8,0.2,-0.0,-0.2,2856685.0
K.J. Choi,80.0,62.0,2014,277.0,62.0,28.5,56.5,70.5,814,0.0,2.0,0.2,0.2,-0.4,-0.0,0.2,1677848.0
Shawn Stefani,60.0,62.0,2014,297.0,66.0,29.0,59.0,70.5,640,0.0,2.0,-0.2,0.4,0.4,-0.0,-0.0,1369259.0
Lucas Glover,68.0,62.0,2014,297.0,67.0,30.5,49.5,72.0,129,0.0,None,-1.6,-1.0,0.2,0.4,-0.4,210166.0
John Peterson,62.0,62.0,2014,287.0,65.0,29.5,55.5,71.0,170,0.0,None,-1.0,-0.6,0.4,0.4,-0.8,238230.0
Nick Watney,80.0,62.0,2014,292.0,67.0,29.5,56.0,70.5,584,0.0,2.0,-0.2,0.6,0.2,0.6,-0.4,913398.0
Chris Stroud,88.0,62.0,2014,282.0,65.0,28.0,61.5,70.0,834,0.0,4.0,-0.0,0.4,-0.2,-0.0,0.2,1826399.0
Cameron Tringale,111.0,62.0,2014,282.0,66.0,29.0,59.0,70.5,781,0.0,2.0,-0.0,0.6,-0.0,0.2,0.2,2169723.0
Jason Dufner,57.0,62.0,2014,282.0,66.0,29.5,52.5,70.5,798,0.0,4.0,-0.6,0.4,0.2,0.4,-0.0,1651491.0
Briny Baird,50.0,62.0,2014,277.0,63.0,29.5,56.5,71.5,366,0.0,None,-0.2,-0.6,-0.4,-0.2,-0.0,616316.0
Brandt Snedeker,89.0,62.0,2014,282.0,63.0,28.5,59.0,70.5,812,0.0,3.0,0.2,0.6,-0.2,-0.0,0.2,1652380.0
Russell Henley,92.0,62.0,2014,292.0,61.0,28.5,52.0,71.0,864,1.0,2.0,0.2,-0.2,0.2,-0.4,-0.4,2590493.0
Roberto Castro,76.0,62.0,2014,282.0,60.0,29.0,55.5,71.5,387,0.0,None,-0.4,-0.4,-0.2,-0.2,0.2,615933.0
Bill Haas,107.0,62.0,2014,287.0,68.0,29.0,60.0,70.0,"1,268",0.0,4.0,-0.0,1.0,0.2,0.2,0.2,2841521.0
Bo Van Pelt,83.0,62.0,2014,287.0,68.0,29.5,57.5,70.5,518,0.0,None,-0.2,0.2,-0.0,0.4,-0.2,982218.0
Chris Kirk,105.0,62.0,2014,287.0,63.0,28.0,63.0,70.0,"1,571",1.0,3.0,0.2,0.8,-0.0,0.2,-0.0,4854777.0
Luke Donald,57.0,62.0,2014,277.0,63.0,28.5,60.5,70.5,743,0.0,3.0,0.4,0.6,-0.6,0.2,0.2,1451440.0
D.A. Points,75.0,62.0,2014,282.0,62.0,29.5,53.5,72.0,206,0.0,None,-0.4,-1.2,-0.6,-0.4,-0.2,364653.0
Keegan Bradley,89.0,62.0,2014,302.0,66.0,28.5,62.0,70.0,"1,278",0.0,6.0,0.2,0.8,0.4,0.4,-0.2,2828638.0
Webb Simpson,87.0,62.0,2014,287.0,65.0,28.5,59.0,70.0,"1,536",1.0,8.0,0.2,0.8,-0.2,0.2,0.2,3539601.0
George McNeill,79.0,62.0,2014,282.0,66.0,28.5,58.0,70.0,962,0.0,4.0,0.2,0.6,-0.2,0.4,-0.0,2014357.0
Michael Thompson,74.0,62.0,2014,287.0,65.0,29.0,58.0,71.0,515,0.0,None,0.4,0.0,-0.4,-0.2,-0.2,932300.0
Sergio Garcia,61.0,62.0,2014,292.0,68.0,28.5,66.5,None,"1,700",0.0,8.0,-0.0,1.8,0.2,1.0,0.2,4939606.0
Jim Herman,62.0,62.0,2014,292.0,66.0,29.5,54.5,71.5,142,0.0,None,-0.4,-1.0,0.2,-0.4,-0.6,187337.0
Graham DeLaet,80.0,62.0,2014,302.0,70.0,29.5,58.5,69.5,"1,113",0.0,7.0,-0.2,1.0,0.2,0.8,-0.0,2616518.0
Brian Gay,81.0,59.0,2014,267.0,59.0,28.0,65.5,71.0,375,0.0,None,0.2,-0.6,-0.6,-0.6,0.2,605368.0
Richard Lee,80.0,59.0,2014,282.0,59.0,28.0,61.0,71.5,376,0.0,2.0,0.4,-0.6,-0.2,-0.8,-0.0,618443.0
Jonathan Byrd,76.0,59.0,2014,287.0,64.0,29.0,58.0,71.0,383,0.0,None,-0.4,-0.4,-0.0,-0.4,-0.0,617014.0
Hideki Matsuyama,82.0,59.0,2014,292.0,64.0,28.5,60.0,70.0,"1,287",1.0,4.0,-0.4,1.0,0.2,1.0,-0.0,2837477.0
Adam Scott,68.0,59.0,2014,302.0,68.0,28.5,60.5,69.0,"1,479",1.0,8.0,0.2,1.6,0.6,0.6,-0.0,4098588.0
Robert Allenby,83.0,59.0,2014,282.0,67.0,29.5,59.5,70.5,438,0.0,None,-0.2,0.0,-0.2,0.4,-0.4,514288.0
Woody Austin,63.0,59.0,2014,277.0,60.0,29.0,54.5,71.5,225,0.0,None,-0.2,-1.0,-0.4,-0.2,-0.4,292824.0
Kevin Kisner,85.0,59.0,2014,287.0,65.0,28.5,56.5,70.5,587,0.0,3.0,0.2,0.2,-0.0,-0.0,-0.2,954497.0
Troy Merritt,62.0,59.0,2014,282.0,65.0,29.0,56.0,70.5,499,0.0,None,-0.0,-0.2,-0.4,0.2,-0.2,882864.0
Willy Wilcox,51.0,59.0,2014,297.0,66.0,29.5,58.5,70.5,362,0.0,2.0,-0.4,0.2,0.4,0.2,-0.2,586159.0
Sangmoon Bae,76.0,59.0,2014,287.0,62.0,28.5,57.0,71.0,466,0.0,None,0.4,0.2,-0.0,-0.4,-0.2,718111.0
Ian Poulter,57.0,59.0,2014,287.0,62.0,28.5,58.0,70.5,657,0.0,2.0,-0.0,-0.2,-0.0,-0.2,-0.0,1616693.0
Martin Kaymer,65.0,59.0,2014,292.0,64.0,29.0,53.0,70.0,"1,525",2.0,3.0,-0.2,0.2,0.2,0.2,-0.4,4532537.0
Martin Laird,66.0,59.0,2014,297.0,66.0,29.5,53.5,71.0,425,0.0,None,-0.2,-0.2,0.2,-0.4,-0.0,583663.0
Kyle Stanley,87.0,59.0,2014,297.0,66.0,30.0,52.5,71.5,297,0.0,None,-1.4,-1.0,0.4,0.6,-0.6,473581.0
Josh Teater,90.0,59.0,2014,292.0,65.0,29.5,57.5,71.0,334,0.0,None,-0.4,-0.2,0.2,-0.2,-0.2,366241.0
Lee Westwood,57.0,59.0,2014,292.0,63.0,28.5,56.0,70.5,514,0.0,2.0,-0.0,0.6,0.2,-0.0,-0.0,1223104.0
Jhonattan Vegas,77.0,59.0,2014,302.0,69.0,30.0,59.0,71.0,505,0.0,2.0,-0.4,-0.2,0.6,-0.6,-0.0,751763.0
Scott Langley,95.0,59.0,2014,277.0,64.0,28.5,61.5,70.5,686,0.0,None,0.2,0.2,-0.4,-0.0,0.2,1151496.0
Michael Putnam,106.0,59.0,2014,292.0,67.0,29.5,56.5,70.5,618,0.0,None,-0.6,0.0,-0.0,0.4,-0.2,818799.0
Wes Roach,67.0,59.0,2014,292.0,64.0,28.5,57.5,71.0,314,0.0,None,-0.0,-0.6,-0.2,-0.2,-0.4,453616.0
Brian Harman,111.0,59.0,2014,287.0,64.0,28.5,59.5,70.0,"1,349",1.0,6.0,-0.0,0.4,-0.2,0.2,-0.0,2414334.0
Louis Oosthuizen,50.0,59.0,2014,297.0,66.0,29.5,51.5,70.5,453,0.0,None,-0.6,-0.4,0.6,-0.2,-0.4,946134.0
James Hahn,82.0,59.0,2014,287.0,63.0,29.5,55.0,71.0,456,0.0,2.0,-0.4,-0.4,-0.0,-0.0,-0.2,735259.0
Vijay Singh,83.0,59.0,2014,287.0,65.0,29.5,59.0,70.5,625,0.0,None,-0.6,-0.2,-0.0,-0.0,0.2,989028.0
Paul Casey,56.0,59.0,2014,292.0,65.0,29.0,56.0,70.0,471,0.0,None,0.2,1.0,-0.2,0.6,-0.2,877968.0
Bubba Watson,76.0,59.0,2014,312.0,67.0,28.5,59.0,69.5,"2,173",2.0,7.0,-0.2,1.2,0.8,0.2,-0.0,6336978.0
Stuart Appleby,92.0,59.0,2014,277.0,62.0,28.0,61.0,70.5,554,0.0,2.0,0.4,0.2,-0.4,-0.2,0.2,1477971.0
Brad Fritsch,50.0,59.0,2014,292.0,65.0,28.5,59.5,70.5,322,0.0,3.0,-0.2,0.0,-0.2,-0.0,-0.0,568391.0
Pat Perez,84.0,59.0,2014,282.0,64.0,28.5,60.0,71.0,682,0.0,3.0,0.2,-0.2,-0.4,-0.0,-0.2,1315080.0
Harris English,95.0,59.0,2014,297.0,68.0,29.0,57.0,70.0,"1,469",1.0,7.0,-0.2,0.6,-0.0,0.4,-0.0,2947322.0
Camilo Villegas,95.0,59.0,2014,292.0,66.0,29.0,56.5,70.5,"1,002",1.0,None,-0.0,0.2,-0.2,0.4,-0.0,1642124.0
Gonzalo Fernandez-Castaño,83.0,59.0,2014,287.0,60.0,28.5,57.5,71.0,470,0.0,None,-0.2,-0.4,-0.4,-0.2,0.2,926493.0
Rickie Fowler,91.0,59.0,2014,297.0,64.0,28.0,62.0,70.0,"1,471",0.0,7.0,0.2,0.6,0.2,0.2,-0.0,4806117.0
Rory McIlroy,66.0,59.0,2014,307.0,69.0,28.5,58.5,None,"2,582",3.0,9.0,0.2,2.2,1.2,0.6,-0.0,8280096.0
Justin Rose,70.0,59.0,2014,292.0,66.0,28.5,61.0,69.5,"1,447",1.0,7.0,-0.2,1.4,0.4,0.6,0.2,3926768.0
David Lingmerth,80.0,59.0,2014,287.0,63.0,28.5,54.5,71.0,391,0.0,2.0,-0.2,-0.4,-0.0,-0.2,-0.2,676661.0
John Rollins,84.0,59.0,2014,287.0,64.0,30.0,52.5,71.5,244,0.0,None,-0.4,-0.8,-0.4,-0.0,-0.2,289757.0
Bronson La'Cassie,51.0,59.0,2014,282.0,61.0,29.0,60.0,71.5,128,0.0,None,-0.2,-0.6,-0.2,-0.6,-0.0,160632.0
Chad Collins,78.0,59.0,2014,272.0,59.0,28.0,59.5,71.0,295,0.0,None,0.4,-0.6,-0.8,-0.6,0.2,408434.0
Robert Streb,75.0,59.0,2014,297.0,65.0,28.5,59.0,70.5,635,0.0,None,-0.0,0.4,0.4,-0.4,-0.0,1300075.0
Brendan Steele,89.0,59.0,2014,297.0,66.0,29.0,59.0,70.5,729,0.0,4.0,-0.0,0.4,0.2,0.2,-0.2,1359890.0
Tim Wilkinson,86.0,59.0,2014,282.0,61.0,28.5,63.0,70.5,494,0.0,3.0,0.2,0.0,-0.2,-0.4,0.2,824179.0
Bryce Molder,77.0,59.0,2014,277.0,63.0,28.5,60.0,71.0,455,0.0,2.0,0.2,-0.4,-0.8,-0.0,0.2,828605.0
Gary Woodland,93.0,59.0,2014,302.0,66.0,29.0,60.0,70.0,"1,059",0.0,4.0,-0.2,0.8,0.4,0.2,-0.0,2734153.0
Stewart Cink,91.0,59.0,2014,292.0,66.0,29.5,55.0,70.5,504,0.0,None,-0.2,0.0,-0.2,0.4,-0.2,929166.0
Charl Schwartzel,64.0,59.0,2014,297.0,63.0,28.0,61.5,69.5,783,0.0,5.0,-0.0,1.2,0.4,0.2,0.4,1997482.0
Freddie Jacobson,91.0,59.0,2014,282.0,62.0,28.0,61.0,70.5,987,0.0,4.0,0.6,0.4,-0.2,-0.2,-0.0,1901789.0
Davis Love III,74.0,59.0,2014,292.0,64.0,29.5,55.0,71.0,253,0.0,None,-0.4,-0.6,-0.0,-0.0,-0.4,284800.0
Charlie Beljan,76.0,59.0,2014,302.0,65.0,29.5,52.5,71.0,409,0.0,None,-0.4,-0.4,0.4,-0.2,-0.6,712652.0
Luke Guthrie,85.0,56.0,2014,287.0,63.0,28.0,61.0,70.5,575,0.0,2.0,-0.0,0.2,-0.4,-0.0,0.2,840555.0
Kevin Tway,64.0,56.0,2014,292.0,64.0,30.0,52.5,71.5,172,0.0,None,-0.2,-1.0,-0.0,-0.8,-0.2,167278.0
Brice Garnett,92.0,56.0,2014,287.0,65.0,29.0,59.5,71.0,488,0.0,None,-0.0,-0.2,-0.2,-0.2,-0.2,617805.0
Carl Pettersson,91.0,56.0,2014,292.0,66.0,29.0,57.0,70.5,650,0.0,3.0,-0.2,0.2,0.2,-0.0,-0.0,1348393.0
Jordan Spieth,102.0,56.0,2014,287.0,62.0,None,62.0,69.5,"1,692",0.0,7.0,0.2,0.8,-0.0,0.2,0.2,4342748.0
Jason Day,54.0,56.0,2014,297.0,64.0,28.5,64.5,69.5,"1,028",1.0,3.0,0.2,1.2,0.4,-0.0,0.4,3789574.0
Charley Hoffman,93.0,56.0,2014,297.0,67.0,28.5,59.5,70.0,"1,026",0.0,5.0,0.2,0.8,0.4,0.2,-0.2,1977296.0
Ryan Palmer,85.0,56.0,2014,297.0,66.0,28.5,58.0,69.5,"1,068",0.0,6.0,0.2,1.2,0.6,-0.0,-0.0,2924300.0
Greg Chalmers,85.0,56.0,2014,277.0,59.0,28.0,59.0,71.0,402,0.0,None,0.8,-0.2,-0.6,-0.8,-0.0,578979.0
Geoff Ogilvy,84.0,56.0,2014,292.0,64.0,29.0,55.5,71.0,611,1.0,None,-0.4,-0.4,-0.2,-0.0,-0.2,1809632.0
Trevor Immelman,84.0,56.0,2014,287.0,65.0,29.5,54.5,71.0,354,0.0,None,-0.6,-0.4,-0.2,-0.2,-0.0,447516.0
Matt Jones,83.0,56.0,2014,292.0,63.0,28.5,55.5,71.0,970,1.0,None,-0.0,0.0,0.2,-0.6,-0.0,1928154.0
Erik Compton,88.0,56.0,2014,282.0,63.0,28.5,58.5,70.5,745,0.0,3.0,0.2,0.0,-0.2,-0.0,-0.4,1796143.0
Ángel Cabrera,69.0,56.0,2014,302.0,64.0,29.0,53.0,70.5,807,1.0,None,-0.0,0.2,0.4,-0.0,-0.6,1868559.0
Phil Mickelson,71.0,56.0,2014,292.0,65.0,28.5,61.5,70.0,921,0.0,None,0.2,0.8,0.2,-0.0,0.2,2158019.0
Marc Leishman,81.0,56.0,2014,297.0,65.0,28.5,57.0,70.0,"1,137",0.0,6.0,-0.2,0.6,-0.0,0.4,-0.0,2558657.0
Tommy Gainey,73.0,56.0,2014,292.0,64.0,29.0,50.5,71.5,311,0.0,None,-0.0,-0.6,0.2,-0.2,-0.8,490590.0
Charlie Wi,72.0,56.0,2014,277.0,60.0,28.5,62.0,71.0,329,0.0,None,-0.0,-0.2,-0.4,-0.4,0.2,384796.0
Bud Cauley,56.0,56.0,2014,292.0,67.0,29.0,59.5,71.0,357,0.0,None,-0.4,-0.2,-0.2,-0.2,0.4,647886.0
Jeff Overton,80.0,56.0,2014,287.0,65.0,28.5,60.0,70.5,631,0.0,3.0,-0.0,0.0,-0.0,-0.2,-0.0,1115467.0
Robert Garrigus,80.0,56.0,2014,302.0,65.0,29.0,57.0,70.5,678,0.0,2.0,-0.0,0.4,0.2,-0.0,-0.2,1095474.0
Dustin Johnson,58.0,56.0,2014,307.0,68.0,28.5,59.5,69.5,"1,769",1.0,7.0,-0.0,1.2,0.6,0.4,-0.2,4249180.0
Chesson Hadley,84.0,56.0,2014,287.0,63.0,29.0,54.0,71.0,705,1.0,3.0,-0.0,-0.2,-0.4,0.2,-0.2,1703316.0
Johnson Wagner,69.0,56.0,2014,287.0,64.0,29.0,58.0,71.0,323,0.0,None,-0.0,-0.6,-0.4,-0.4,-0.2,393729.0
Brooks Koepka,56.0,56.0,2014,307.0,64.0,28.5,57.5,70.0,None,0.0,None,-0.0,0.8,0.4,0.4,-0.4,0.0
Matt Every,85.0,56.0,2014,282.0,63.0,28.5,58.5,70.5,"1,250",1.0,6.0,0.6,0.4,-0.4,-0.0,-0.2,2540370.0
Martin Flores,85.0,56.0,2014,292.0,66.0,29.5,57.0,71.0,530,0.0,None,-0.2,0.2,-0.2,0.2,-0.2,1035447.0
Jim Renner,61.0,56.0,2014,287.0,62.0,29.5,47.5,71.5,346,0.0,None,-0.8,-1.2,-0.4,0.2,-0.4,763978.0
Jonas Blixt,64.0,56.0,2014,282.0,61.0,28.5,58.5,71.5,599,0.0,None,0.2,-0.4,-0.6,-0.4,0.2,1342198.0
Scott Stallings,77.0,56.0,2014,297.0,63.0,29.0,54.0,71.5,668,1.0,None,-0.4,-0.8,-0.0,-0.4,-0.4,1385689.0
Retief Goosen,94.0,53.0,2014,287.0,63.0,29.0,61.0,70.5,569,0.0,2.0,0.2,0.2,-0.6,-0.0,0.2,826073.0
Jason Kokrak,65.0,53.0,2014,302.0,65.0,28.5,59.5,70.0,632,0.0,2.0,0.2,0.8,0.2,0.4,-0.2,1200381.0
Patrick Reed,92.0,53.0,2014,292.0,63.0,28.5,59.0,70.5,"1,666",2.0,3.0,0.2,0.2,-0.0,-0.4,0.2,4026076.0
Rory Sabbatini,82.0,53.0,2014,292.0,65.0,29.5,55.0,71.0,567,0.0,3.0,-0.4,-0.6,-0.2,-0.0,-0.4,1024736.0
Steven Bowditch,93.0,53.0,2014,297.0,63.0,29.0,56.5,71.0,828,1.0,None,-0.6,-0.2,-0.2,-0.0,0.2,1734693.0
Seung-Yul Noh,92.0,53.0,2014,292.0,66.0,29.0,60.0,70.5,950,1.0,2.0,-0.2,0.2,-0.4,0.4,0.2,2115234.0
Ricky Barnes,92.0,53.0,2014,287.0,64.0,28.5,61.5,70.5,518,0.0,2.0,-0.0,0.2,-0.4,0.2,-0.0,706855.0
Andres Romero,81.0,53.0,2014,292.0,60.0,28.5,59.5,70.5,503,0.0,None,0.2,0.0,-0.0,-0.4,-0.0,782184.0
J.B. Holmes,86.0,53.0,2014,307.0,60.0,28.0,58.5,70.5,"1,007",1.0,2.0,-0.2,0.4,0.4,-0.4,0.2,2365204.0
Morgan Hoffmann,103.0,53.0,2014,292.0,62.0,28.5,57.5,70.5,448,0.0,None,0.4,0.0,-0.2,-0.6,-0.0,1595922.0
Jamie Lovemark,64.0,53.0,2014,302.0,64.0,29.0,56.0,71.0,212,0.0,None,-0.6,-0.4,0.2,-0.4,-0.0,305944.0
Sean O'Hair,77.0,53.0,2014,297.0,63.0,29.0,59.5,71.0,278,0.0,None,-0.0,-0.4,-0.0,-0.6,-0.0,408793.0
Tyrone Van Aswegen,79.0,53.0,2014,287.0,64.0,29.0,58.0,71.0,355,0.0,None,-0.0,-0.4,-0.8,0.2,-0.0,454856.0
Ernie Els,85.0,53.0,2014,287.0,61.0,28.5,61.0,70.5,610,0.0,2.0,-0.2,0.4,-0.2,-0.0,0.4,1799569.0
Ryo Ishikawa,75.0,53.0,2014,287.0,64.0,28.5,54.5,70.5,681,0.0,3.0,-0.0,0.2,-0.4,0.2,-0.0,1380579.0
Troy Matteson,62.0,53.0,2014,292.0,61.0,29.0,52.5,72.0,238,0.0,None,-0.6,-1.4,-0.4,-0.6,-0.4,387796.0
Charles Howell III,106.0,50.0,2014,302.0,67.0,29.0,61.0,70.0,"1,042",0.0,6.0,-0.0,0.6,0.4,-0.0,0.2,1997044.0
Mike Weir,69.0,50.0,2014,267.0,57.0,28.0,59.5,71.5,375,0.0,None,0.2,-0.8,-1.6,0.2,0.4,854413.0
James Driscoll,71.0,50.0,2014,282.0,60.0,28.5,55.0,71.0,311,0.0,None,-0.0,-1.0,-0.8,-0.2,-0.2,371404.0
Aaron Baddeley,74.0,50.0,2014,292.0,59.0,28.0,60.0,70.5,528,0.0,2.0,0.8,0.0,-0.6,-0.4,-0.0,942559.0
Jimmy Walker,98.0,50.0,2014,297.0,67.0,28.5,58.0,69.5,"2,493",3.0,9.0,0.4,1.2,-0.0,0.6,-0.0,5787016.0
Andrew Loupe,65.0,50.0,2014,307.0,63.0,28.5,55.5,71.0,380,0.0,None,0.2,-0.2,0.2,-0.6,-0.2,563121.0
Jerry Kelly,75.0,71.0,2013,272.0,65.0,28.5,62.5,70.5,580,0.0,2.0,-0.0,0.4,-0.0,-0.0,-0.0,832407.0
Mark Wilson,56.0,68.0,2013,277.0,66.0,29.5,61.0,70.5,476,0.0,3.0,-0.4,0.2,-0.0,0.2,-0.0,913730.0
Steve Stricker,51.0,68.0,2013,282.0,71.0,28.5,65.5,None,"1,117",0.0,5.0,0.6,2.0,0.2,0.4,0.4,4440532.0
Jim Furyk,80.0,68.0,2013,272.0,68.0,29.0,59.5,69.5,"1,057",0.0,5.0,-0.0,1.2,-0.0,0.8,0.2,3204779.0
Tim Clark,64.0,68.0,2013,272.0,62.0,28.5,60.0,70.5,703,0.0,3.0,-0.0,0.0,-0.0,-0.0,-0.2,1355952.0
Chez Reavie,72.0,68.0,2013,282.0,66.0,29.0,59.5,70.5,439,0.0,None,-0.2,0.2,0.2,-0.0,-0.2,590925.0
Henrik Stenson,65.0,68.0,2013,287.0,71.0,29.5,57.0,69.0,"1,426",0.0,6.0,-0.0,1.6,0.6,0.6,-0.0,6388230.0
Zach Johnson,84.0,68.0,2013,277.0,68.0,29.0,59.5,70.0,"1,141",0.0,6.0,0.2,0.8,-0.0,0.2,-0.0,4044509.0
Justin Hicks,79.0,68.0,2013,277.0,68.0,29.5,51.5,71.0,451,0.0,None,-0.4,-0.2,0.2,0.4,-0.6,732742.0
Ken Duke,87.0,68.0,2013,272.0,63.0,28.5,56.5,71.0,902,1.0,2.0,-0.2,-0.2,-0.0,-0.0,-0.2,1722583.0
Jeff Maggert,63.0,68.0,2013,277.0,66.0,29.0,60.0,71.0,453,0.0,2.0,-0.4,-0.4,-0.0,-0.0,-0.2,1022331.0
Jin Park,52.0,68.0,2013,272.0,63.0,29.0,59.0,71.5,125,0.0,None,-0.2,-0.6,-0.4,-0.2,-0.0,136457.0
